Page	Functionality	Description	Implemented in dataverse-frontend	Implementation evidence	Implementation notes
Manage File Permissions	Grant File Access	Assigns file-download access to selected users or groups for one or more chosen restricted files.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage File Permissions	Grant All File Access Requests	"Grants file-download access to a user for every restricted file they requested access to, in one click."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage File Permissions	Grant Selected File Access Requests	Grants file-download access to a user for only the specific requested files selected in the dialog.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage File Permissions	Reject All File Access Requests	"Rejects a user's pending access requests for every restricted file they requested, in one click."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage File Permissions	Reject Selected File Access Requests	Rejects a user's pending access requests for the specific requested files selected in the dialog.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage File Permissions	Revoke File Access	"Removes selected file-level role assignments for chosen users, groups, or files, after a confirmation prompt."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage File Permissions	Toggle Show Deleted Files	Shows or hides deleted file versions in the restricted-files and user/group access lists.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage File Permissions	Toggle Show Access Request History	Shows or hides past (already granted or rejected) file access requests instead of only pending ones.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage File Permissions	Download File Permissions History	Downloads a CSV file listing the history of file-level role assignments and revocations.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Groups	Create Explicit Group	"Creates a new explicit group with a name, identifier, description, and initial member users or groups."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Groups	Edit Group Membership	"Opens a group's member list, adds new members via search, and saves the updated membership."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Groups	Remove Group Member	Removes a single user or group from an explicit group's member list.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Groups	Delete Group	Permanently deletes an explicit group after a confirmation prompt.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Role Permission Helper	View Role/Permission Matrix	"Displays a read-only reference table showing which roles apply to dataverses, datasets, and files and their associated permissions."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Private URL	Create Private URL	Generates a shareable link that lets someone view the draft version of a dataset without logging in or having an account.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Private URL management UI opens not-implemented modal or was not found.
Private URL	Copy Private URL Link	Copies the generated Private URL to the clipboard for sharing.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Private URL management UI opens not-implemented modal or was not found.
Private URL	Disable Private URL	Deletes the existing Private URL so the link no longer grants access to the draft dataset.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Private URL management UI opens not-implemented modal or was not found.
Preview URL	Create Anonymized Access Preview URL	Generates a shareable link that lets a reviewer view the draft dataset with author and contributor identifying fields hidden.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Anonymized Preview URL management UI not found.
Preview URL	Copy Preview URL Link	Copies the generated anonymized-access Preview URL to the clipboard for sharing.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Anonymized Preview URL management UI not found.
Preview URL	Disable Preview URL	Deletes the existing anonymized-access Preview URL so the link no longer grants reviewer access.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Anonymized Preview URL management UI not found.
Harvesting Clients	Create Harvesting Client (Step 1 - Info)	"Enter the OAI server nickname, source name, and URL and validate the connection to begin adding a new harvesting client."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Create Harvesting Client (Step 2 - Format)	Choose the OAI set and metadata format to harvest from the remote server's advertised options.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Create Harvesting Client (Step 3 - Schedule)	"Set the new client to harvest on demand only, or automatically on a daily or weekly schedule."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Create Harvesting Client (Step 4 - Display)	Choose a display style for harvested records and finish creating the harvesting client.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Run Harvest Now	Manually trigger an immediate harvest run for a configured harvesting client.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Edit Harvesting Client	"Reopen the multi-step wizard to modify an existing harvesting client's settings (URL, sets, format, schedule, style, archive info)."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Save Harvesting Client	Save changes made while editing an existing harvesting client.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Delete Harvesting Client	Remove a configured harvesting client after confirming in a warning dialog.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Cancel Harvesting Client Dialog	Close the create/edit harvesting client dialog without saving changes.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Clients	Navigate Wizard Steps	Move forward or backward between the steps of the create/edit harvesting client dialog.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Toggle Harvesting Server On/Off	Enable or disable this Dataverse installation's OAI-PMH harvesting server (the ability for other repositories to harvest from it).	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Create OAI Set (Enter Query)	Enter and validate a dataset search query that defines which datasets belong to a new OAI set.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Create OAI Set (Name & Describe)	Provide a set spec name and description to finish creating a new OAI set.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Run Set Export Now	Manually trigger export/update of the metadata records belonging to an OAI set.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Edit OAI Set	Reopen the dialog to modify an existing OAI set's description or underlying query.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Save OAI Set	Save changes made while editing an existing OAI set.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Delete OAI Set	Remove a non-default OAI set after confirming in a warning dialog.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Cancel OAI Set Dialog	Close the create/edit OAI set dialog without saving changes.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Harvesting Sets	Navigate Set Creation Steps	Move back from the name/description step to the query step when creating an OAI set.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Dashboard	View Dashboard Metrics	"View summary cards showing counts of harvesting clients, harvested datasets, OAI sets, users, superusers, datasets, and dataverses."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Dashboard	Go to Manage Harvesting Clients	Navigate from the dashboard to the Harvesting Clients management page.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Dashboard	Go to Manage Harvesting Server	Navigate from the dashboard to the Harvesting Sets (OAI server) management page.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Dashboard	Go to Manage Users	Navigate from the dashboard to the Manage Users page.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Dashboard	Go to Move Dataset Tool	Navigate from the dashboard to the tool for moving a dataset between dataverses.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Dashboard	Go to Move Dataverse Tool	Navigate from the dashboard to the tool for moving a dataverse to a new parent.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Users	Search Users	"Search the list of registered user accounts by name, email, or other identifying text."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Users	Sort User List	"Sort the user list by a chosen field such as name, email, or creation date."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Users	Page Through User List	Move between pages of search results in the user list using first/previous/page-number/next/last controls.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Users	Toggle Superuser Status	"Grant or revoke superuser (admin) privileges for a user account, after confirming in a popup dialog."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Users	Cancel Superuser Status Change	Dismiss the superuser status confirmation dialog without applying the change.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Manage Users	Remove All User Roles	"Strip all assigned roles from a user account, after confirming in a warning dialog."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Superuser	Index All	"Trigger a full re-index of all content (dataverses, datasets, files) into the search index."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Superuser	Check Status of Index All	Check and display the current progress/status of a running or completed full re-index job.	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Error Pages	404 Static Fallback Page	"A minimal, self-contained (CDN-hosted assets) 404 page used when the main templated error pages themselves cannot be rendered; effectively a dev/infrastructure fallback, not relevant for SPA migration."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Static fallback 404 page not found in SPA/public files.
Embeddable Widgets	Dataset Citation iFrame	"A standalone embeddable page showing a dataset's citation block plus footer, used when the Dataverse ""widget"" is embedded in an external site via an iframe; auto-redirects to the full dataset page if loaded outside an iframe."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
DataTags Test Tool	Submit Dataset Name for DataTags Interview	"A developer/test-only form where entering a dataset name and clicking ""Tag your dataset"" starts a DataTags API interview session; not a real end-user feature relevant to SPA migration."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
DataTags Test Tool	DataTags Deposit Complete (Test Display)	"A developer/test-only page that simply displays the dataset name and tags received back from the DataTags API after an interview; read-only, not relevant for SPA migration."	No	No SPA route/component/use-case found in src/router/routes.tsx or src/sections for this JSF feature	Admin/JSF-era feature not implemented in dataverse-frontend.
Dataverse Page	Select Host (Parent) Dataverse	"When creating a new dataverse, lets the user search for and choose the parent collection it will belong to."	Partial	src/sections/shared/form/EditCreateCollectionForm; src/collection/domain/useCases/createCollection.ts; src/collection/domain/useCases/editCollection.ts	Create route is scoped to a parent collection; a searchable parent selector was not found.
Dataverse Page	Reset Metadata to Inherited	"Confirms reverting a dataverse's customized metadata block settings back to inheriting from its parent, discarding custom settings."	Partial	src/sections/shared/form/EditCreateCollectionForm; src/collection/domain/useCases/createCollection.ts; src/collection/domain/useCases/editCollection.ts	"Use-from-parent metadata/facet controls exist, but a dedicated reset confirmation workflow was not found."
Dataverse Page	Blocked Publish Notice	Shows a dialog explaining the dataverse cannot be published yet because its parent dataverse has not been published.	Partial	src/sections/collection/publish-collection/PublishCollectionButton.tsx; src/collection/domain/useCases/publishCollection.ts	Publish modal/error handling exists; no dedicated blocked-parent dialog component was found.
Dataverse Page	View Root Dataverse Download Metrics	"Shows a summary of total file downloads for the site's root dataverse, linking to a full metrics dashboard."	Partial	src/sections/homepage/Homepage.tsx; src/sections/homepage/search-input/SearchInput.tsx; src/sections/homepage/metrics/Metrics.tsx	Installation metrics are shown on homepage; root dataverse full metrics dashboard link was not found.
Dataverse Homepage	View Custom Root Homepage	Displays a site-configured custom HTML homepage for the root dataverse in place of the standard search/browse view.	Partial	src/sections/homepage/Homepage.tsx; src/sections/homepage/search-input/SearchInput.tsx; src/sections/homepage/metrics/Metrics.tsx	Standard React homepage/search/metrics are implemented; custom root homepage HTML replacement was not found.
Site Header	Sign Up	Navigates to the account registration page.	Partial	src/sections/layout/header; src/sections/shared/add-data-actions/AddDataActionsButton.tsx; src/sections/sign-up/valid-token-not-linked-account-form; src/users/domain/useCases/registerUser.ts	"Sign-up entry points exist, but this frontend mainly supports OIDC first-login registration."
Dataset Page	Return Dataset to Author	Opens a dialog letting a curator send an in-review dataset back to the contributor with a reason.	Partial	src/sections/dataset/dataset-action-buttons	"Return-to-author menu item is rendered for in-review drafts, but no submission workflow was found."
Dataset Page	Select Host Dataverse (Create mode)	Autocomplete field used while creating a dataset to choose its parent collection.	Partial	src/sections/create-dataset/CreateDataset.tsx; src/dataset/domain/useCases/createDataset.ts	"Host collection is shown for create mode, but the change/search host action opens the not-implemented modal."
Dataset Page	Delete Selected Files	Confirms and immediately deletes the currently selected files from the dataset.	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	Single file delete is implemented; header bulk edit/delete actions currently open the not-implemented modal.
Dataset Page	Download Blocked by Restriction Dialog	"Informs the user a download cannot proceed because selected files are restricted/embargoed, with a link to request access."	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	"Download/request guards exist, but this exact mixed/restricted transfer dialog was not clearly found."
Dataset Page	Mixed Selection Download Continue	Lets the user continue downloading only the unrestricted files from a mixed valid/invalid selection.	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	"Download/request guards exist, but this exact mixed/restricted transfer dialog was not clearly found."
Dataset Page	Mixed Selection Transfer Continue	Lets the user continue a Globus transfer of only the transferable files from a mixed valid/invalid selection.	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	"Download/request guards exist, but this exact mixed/restricted transfer dialog was not clearly found."
Dataset Page	Publish Blocked - Parent Unpublished	Warns that the dataset cannot be published because its parent collection is not yet published.	Partial	src/sections/dataset/publish-dataset/PublishDatasetModal.tsx; src/dataset/domain/useCases/publishDataset.ts	Publish help text can publish parent collection when needed; exact blocked two-generation dialog was not found.
Dataset Page	Publish Blocked - Two Generations Unpublished	Warns that the dataset cannot be published because both parent and grandparent collections are unpublished.	Partial	src/sections/dataset/publish-dataset/PublishDatasetModal.tsx; src/dataset/domain/useCases/publishDataset.ts	Publish help text can publish parent collection when needed; exact blocked two-generation dialog was not found.
Dataset Page	Return to Author Reason Entry	Text field for entering the reason sent back to the contributor when rejecting a submission.	Partial	src/sections/dataset/dataset-action-buttons	"Return-to-author menu item is rendered for in-review drafts, but no submission workflow was found."
Dataset Citation	Cite Dataset in Multiple Styles	"Selects a citation style (APA, MLA, Chicago, etc. via CSL) and views/copies the formatted citation in a dialog."	Partial	src/sections/shared/citation; src/sections/dataset/dataset-citation/DatasetCitation.tsx; src/dataset/domain/useCases/getDatasetCitationInOtherFormats.ts	Styled citation modal exists with Chicago-Author-Date only; source TODO notes more CSL styles are pending.
Dataset Terms/License	Enable File Access Requests Toggle	Checkbox to allow users to request access to restricted files in the dataset.	Partial	src/sections/dataset/dataset-terms; src/sections/edit-dataset-terms; src/dataset/domain/useCases/updateDatasetLicense.ts; src/dataset/domain/useCases/updateTermsOfAccess.ts	Partially implemented in the React SPA.
Dataset Versions	View/Edit Version Note	"Shows the note attached to a draft version, with a dialog to add or edit that note."	Partial	src/sections/dataset/dataset-versions; src/dataset/domain/useCases/getDatasetVersionsSummaries.ts; src/dataset/domain/useCases/getDatasetVersionDiff.ts	Version summaries/diffs are implemented; editing version notes was not found.
Dataset Metadata	Select Metadata Language	"Chooses the metadata language for the dataset when multiple languages are configured, both at view and edit/create time."	Partial	src/sections/dataset/dataset-metadata; src/sections/shared/form/DatasetMetadataForm; src/sections/edit-dataset-metadata/EditDatasetMetadata.tsx	Core metadata form is implemented; this specialized metadata feature was not clearly found.
Dataset Metadata	View/Edit Field Instructions (template)	Shows or inline-edits template instructions text attached to a metadata field when editing a metadata template.	Partial	src/sections/dataset/dataset-metadata; src/sections/shared/form/DatasetMetadataForm; src/sections/edit-dataset-metadata/EditDatasetMetadata.tsx	Core metadata form is implemented; this specialized metadata feature was not clearly found.
Dataset Metadata	Add Replication Data Prefix	"Button that prepends ""Replication data for"" text to the dataset title field client-side during dataset creation."	Partial	src/sections/dataset/dataset-metadata; src/sections/shared/form/DatasetMetadataForm; src/sections/edit-dataset-metadata/EditDatasetMetadata.tsx	Core metadata form is implemented; this specialized metadata feature was not clearly found.
Dataset Metadata	Use External Controlled-Vocabulary Lookup	Loads external vocabulary lookup scripts that let a field autocomplete against a remote controlled-vocabulary/term service.	Partial	src/sections/dataset/dataset-metadata; src/sections/shared/form/DatasetMetadataForm; src/sections/edit-dataset-metadata/EditDatasetMetadata.tsx	Core metadata form is implemented; this specialized metadata feature was not clearly found.
File Page	Export File Metadata	Download the file's metadata in an available export format such as DDI or schema.org.	Partial	src/sections/file/File.tsx; src/sections/file/FileFactory.tsx	File metadata/download URLs are displayed; an export dropdown was not found.
File Edit Options	Set/Remove Embargo	"Set, edit, or remove a future release (embargo) date and reason for one or more files."	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	"Embargo appears as a header bulk option gated by setting, but it opens the not-implemented modal."
Dataset Files Tab	Batch Request Access	Request access to all selected restricted files in one action.	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	Request access exists per file; clear batch request-access action was not found.
Guestbook Preview Dialog	Edit Guestbook from Preview	"From the read-only preview dialog, opens the guestbook in edit mode to change its fields and questions."	Partial	src/sections/guestbooks; src/guestbooks/domain/useCases	Preview modal exists; direct edit-from-preview control was not clearly found.
Guestbook Terms & Download Dialog	Accept Terms and Start Globus Transfer	"Confirms the guestbook entry and terms, then begins transferring the requested files via Globus."	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	Guestbook/terms modal exists for downloads/request access; this destination-specific action was not clearly found.
Guestbook Terms & Download Dialog	Accept Terms and Preview File	Confirms the guestbook entry from the file preview tab and displays a preview of the file's contents.	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	Guestbook/terms modal exists for downloads/request access; this destination-specific action was not clearly found.
Guestbook Terms & Download Dialog	Accept Terms and Launch External Tool	"Confirms the guestbook entry and terms, then opens the file in the selected external analysis tool."	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	Guestbook/terms modal exists for downloads/request access; this destination-specific action was not clearly found.
Guestbook Terms & Download Dialog	Accept Terms and Download Package	"Confirms the guestbook entry and terms, then proceeds to download a compressed file package."	Partial	src/sections/dataset/dataset-files/files-table/file-actions; src/sections/file/file-action-buttons	Guestbook/terms modal exists for downloads/request access; this destination-specific action was not clearly found.
Guestbook Responses	Sort Responses Table	"Click a column header to sort the list of guestbook responses by dataset, date, type, file, or user."	Partial	src/sections/guestbooks; src/guestbooks/domain/useCases	Responses page exists; sortable response table was not clearly found.
Template (Create/Edit)	Save Template Changes	Saves edits made to a template's metadata fields or terms of use.	Partial	src/sections/templates; src/templates/domain/useCases	Create/copy/delete and edit terms routes exist; metadata edit route is defined but no component route is wired in routes.tsx.
Login Page	Forgot Password	Follow a link to the password reset page to request a reset email.	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx	"Keycloak default pages are included, but no custom reset implementation was found in SPA sections."
Login Page	Log In via Your Institution	Redirect to the institution's discovery service or identity provider list to sign in via Shibboleth.	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx	OIDC/Keycloak login theme exists; no Dataverse JSF Shibboleth-specific flow was found.
Login Page	Log In via ORCID or Other OAuth Provider	"Redirect to ORCID, Google, GitHub, or another configured provider to sign in."	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx	OIDC/Keycloak login theme exists; no Dataverse JSF Shibboleth-specific flow was found.
Login Page	Switch Login Method	"Switch which login option (local, institutional, ORCID, etc.) is displayed on the page."	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx	OIDC/Keycloak login theme exists; no Dataverse JSF Shibboleth-specific flow was found.
Login Page	Sign Up	Navigate to the account creation form to register a new local account.	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx; src/sections/sign-up/valid-token-not-linked-account-form; src/users/domain/useCases/registerUser.ts	Sign-up notice/link and OIDC first-login registration exist; full local account sign-up is not implemented here.
Password Reset	Request Password Reset Email	Submit an email address to receive a password reset link.	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx	"Keycloak default pages likely cover reset, but no custom Dataverse reset SPA implementation was found."
Password Reset	Cancel	Abandon the password reset request and return to the login page.	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx	"Keycloak default pages likely cover reset, but no custom Dataverse reset SPA implementation was found."
Password Reset	Set New Password	"Use the emailed reset link to submit a new password, completing the reset or a required password upgrade."	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx	"Keycloak default pages likely cover reset, but no custom Dataverse reset SPA implementation was found."
OAuth Login Callback	Contact Support	"Open a contact form to report an OAuth login error (e.g., ORCID, Google, or GitHub sign-in failure)."	Partial	src/keycloak-theme/login; src/sections/auth-callback/AuthCallback.tsx; tests/e2e-integration/e2e/sections/auth/Login.spec.tsx	Auth callback redirect is implemented; no callback contact-support UI was found.
Account Information	Create Account	"Submit the sign-up form (username, password, name, email, affiliation, position, terms of use) to create a new local account."	Partial	src/sections/sign-up/valid-token-not-linked-account-form; src/users/domain/useCases/registerUser.ts	OIDC first-login account registration exists; full local account create form was not found.
My Data	Paginate Results	Move between pages of results using first/previous/next/last or page-number links.	Partial	src/sections/account/my-data-section; src/collection/domain/useCases/getMyDataCollectionItems.ts	"My Data uses load-more/infinite accumulation, not classic pagination controls."
Private URL	Access Dataset via Private URL	Visiting a Private URL link signs the visitor in as a temporary preview user and redirects them to the draft dataset page.	Partial	src/sections/dataset/Dataset.tsx; src/sections/dataset/DatasetFactory.tsx	DatasetFactory reads privateUrlToken and loads dataset by token; create/copy/disable UI is not implemented.
Preview URL	Access Dataset via Preview URL	Visiting a Preview URL link signs the visitor in as a temporary anonymized reviewer and redirects them to the draft dataset with identifying fields hidden.	Partial	src/sections/dataset/Dataset.tsx; src/sections/dataset/DatasetFactory.tsx	"Anonymized/private-token view support exists, but preview URL management UI was not found."
Search Results	Copy File Checksum/UNF Value	Lets a user click a copy icon next to a file's checksum or UNF value to copy it to the clipboard.	Partial	src/sections/collection/Collection.tsx; src/sections/collection/collection-items-panel/CollectionItemsPanel.tsx	File cards show file metadata; a copy checksum/UNF action in search results was not clearly found.
Search Results	View Technical Details of Search Error	Lets a user expand a collapsible panel to see technical details when a Solr search error occurs.	Partial	src/sections/collection/Collection.tsx; src/sections/collection/collection-items-panel/CollectionItemsPanel.tsx	"Search error UI exists, but exact technical-details expander was not clearly found."
Search Results	Contact Support (No Results Guidance)	Provides guidance links/messages (e.g. to documentation or account creation) shown when a search or browse returns zero results.	Partial	src/sections/collection/Collection.tsx; src/sections/collection/collection-items-panel/CollectionItemsPanel.tsx	No-results guidance exists; explicit contact-support action was not clearly found.
Error Pages	403 Forbidden Page	Displayed when a user tries to access a resource without permission; shows an access-denied message and a link to contact support.	Partial	src/sections/error-page/ErrorPage.tsx; src/sections/not-found-page/NotFoundPage.tsx	Generic route error handling exists; dedicated 403/500 page variants were not clearly found.
Error Pages	500 Internal Server Error Page	Displayed when an unexpected server error occurs; shows a generic error message to the user.	Partial	src/sections/error-page/ErrorPage.tsx; src/sections/not-found-page/NotFoundPage.tsx	Generic route error handling exists; dedicated 403/500 page variants were not clearly found.
